Hold .,Hold t,Hold i,Hold e,Hold Shift,Hold 5,Hold Shift,Hold Caps,Hold r,Hold o,Hold a,Hold n,Hold l,Hold Enter,DD ..t,DD t.i,DD i.e,DD e.Shift,DD Shift.5,DD 5.Shift,DD Shift.Caps,DD Caps.r,DD r.o,DD o.a,DD a.n,DD n.l,DD l.Enter,UD ..t,UD t.i,UD i.e,UD e.Shift,UD Shift.5,UD 5.Shift,UD Shift.Caps,UD Caps.r,UD r.o,UD o.a,UD a.n,UD n.l,UD l.Enter,Pressure .,Pressure t,Pressure i,Pressure e,Pressure Shift,Pressure 5,Pressure Shift,Pressure Caps,Pressure r,Pressure o,Pressure a,Pressure n,Pressure l,Pressure Enter,Size .,Size t,Size i,Size e,Size Shift,Size 5,Size Shift,Size Caps,Size r,Size o,Size a,Size n,Size l,Size Enter,AvH,AvP,AvA,Subject
66,93,99,73,76,53,62,42,83,54,54,92,55,76,517,338,366,1229,638,848,1022,464,1566,517,539,273,926,451,245,267,1156,562,795,960,422,1483,463,485,181,871,0.091200002,0.13440001,0.072000004,0.283200026,0.105600007,0.091200002,0.105600007,0.072000004,0.062400002,0.091200002,0.163200006,0.091200002,0.259200007,0.081600003,0.290322572,0.258064508,0.258064508,0.322580636,0.290322572,0.193548381,0.258064508,0.225806445,0.193548381,0.193548381,0.322580636,0.258064508,0.290322572,0.225806445,69.85714286,0.121714292,0.255760361,23
95,73,73,45,59,65,89,60,65,54,47,60,57,50,516,285,620,857,538,332,540,457,1156,423,635,349,2644,421,212,547,812,479,267,451,397,1091,369,588,289,2587,0.062400002,0.096000001,0.153600007,0.211200014,0.072000004,0.086400002,0.105600007,0.263999999,0.067200005,0.091200002,0.144000009,0.096000001,0.139200002,0.086400002,0.290322572,0.290322572,0.354838699,0.225806445,0.322580636,0.258064508,0.290322572,0.225806445,0.225806445,0.225806445,0.322580636,0.258064508,0.290322572,0.193548381,63.71428571,0.119657147,0.269585245,23
104,90,73,47,19,18,76,61,98,64,54,73,45,51,526,311,717,2075,637,738,554,415,6940,1304,637,288,1295,422,221,644,2028,618,720,478,354,6842,1240,583,215,1250,0.115200005,0.297600001,0.364800006,0.115200005,0.062400002,0.038400002,0.043200001,0.072000004,0.081600003,0.062400002,0.048,0.081600003,0.076800004,0.100800008,0.322580636,0.193548381,0.45161289,0.258064508,0.225806445,0.161290318,0.161290318,0.225806445,0.258064508,0.225806445,0.161290318,0.129032254,0.225806445,0.225806445,62.35714286,0.111428575,0.23041474,23
21,63,63,55,59,54,103,50,65,80,35,72,48,67,2005,318,424,1343,559,1209,1367,579,6829,810,846,267,2082,1984,255,361,1288,500,1155,1264,529,6764,730,811,195,2034,0.052800003,0.048,0.105600007,0.115200005,0.076800004,0.067200005,0.091200002,0.076800004,0.076800004,0.216000006,0.206400007,0.038400002,0.273600012,0.100800008,0.193548381,0.129032254,0.258064508,0.258064508,0.225806445,0.225806445,0.225806445,0.290322572,0.225806445,0.322580636,0.193548381,0.258064508,0.322580636,0.193548381,59.64285714,0.110400005,0.237327182,23
85,55,65,60,67,79,67,88,63,73,69,91,91,49,452,280,676,1022,628,685,453,476,1274,408,560,253,929,367,225,611,962,561,606,386,388,1211,335,491,162,838,0.086400002,0.086400002,0.110400006,0.211200014,0.062400002,0.081600003,0.086400002,0.091200002,0.086400002,0.086400002,0.096000001,0.096000001,0.278400004,0.105600007,0.258064508,0.225806445,0.290322572,0.354838699,0.258064508,0.193548381,0.225806445,0.193548381,0.258064508,0.225806445,0.258064508,0.225806445,0.258064508,0.290322572,71.57142857,0.111771432,0.251152066,23
71,72,72,53,51,90,43,20,64,79,84,63,53,57,414,308,730,580,613,614,441,470,654,655,1048,262,634,343,236,658,527,562,524,398,450,590,576,964,199,581,0.086400002,0.096000001,0.225600004,0.086400002,0.124800004,0.076800004,0.100800008,0.052800003,0.072000004,0.052800003,0.177600011,0.057600003,0.096000001,0.148800001,0.258064508,0.290322572,0.354838699,0.225806445,0.290322572,0.193548381,0.258064508,0.161290318,0.193548381,0.290322572,0.193548381,0.225806445,0.290322572,0.419354826,62.28571429,0.103885718,0.260368656,23
52,46,56,74,85,48,69,52,63,54,80,82,65,68,917,344,1288,777,567,358,395,345,2067,698,497,246,751,865,298,1232,703,482,310,326,293,2004,644,417,164,686,0.067200005,0.096000001,0.216000006,0.129600003,0.096000001,0.100800008,0.115200005,0.105600007,0.086400002,0.091200002,0.081600003,0.105600007,0.076800004,0.120000005,0.258064508,0.225806445,0.419354826,0.258064508,0.290322572,0.258064508,0.290322572,0.258064508,0.225806445,0.225806445,0.258064508,0.225806445,0.225806445,0.258064508,63.85714286,0.106285718,0.262672803,23
55,72,63,46,59,92,59,61,53,45,53,66,54,40,1772,290,397,1182,598,1077,374,407,1207,686,606,310,876,1717,218,334,1136,539,985,315,346,1154,641,553,244,822,0.081600003,0.076800004,0.072000004,0.100800008,0.081600003,0.086400002,0.091200002,0.091200002,0.081600003,0.13440001,0.072000004,0.081600003,0.235200018,0.081600003,0.225806445,0.193548381,0.193548381,0.258064508,0.258064508,0.290322572,0.193548381,0.322580636,0.225806445,0.322580636,0.193548381,0.225806445,0.290322572,0.193548381,58.42857143,0.097714291,0.241935477,23
71,85,64,61,51,53,68,60,84,62,53,82,19,59,424,368,1093,1340,618,1019,492,338,1210,759,567,525,1748,353,283,1029,1279,567,966,424,278,1126,697,514,443,1729,0.076800004,0.110400006,0.139200002,0.105600007,0.091200002,0.086400002,0.081600003,0.072000004,0.091200002,0.172800004,0.081600003,0.110400006,0.124800004,0.235200018,0.225806445,0.290322572,0.290322572,0.258064508,0.225806445,0.225806445,0.129032254,0.225806445,0.225806445,0.290322572,0.258064508,0.258064508,0.290322572,0.322580636,62.28571429,0.112800005,0.251152066,23
116,102,75,55,60,52,43,61,64,89,53,106,65,78,1551,317,412,1602,613,2171,389,392,1173,660,1305,322,698,1435,215,337,1547,553,2119,346,331,1109,571,1252,216,633,0.019200001,0.091200002,0.120000005,0.115200005,0.091200002,0.091200002,0.091200002,0.096000001,0.096000001,0.201600015,0.100800008,0.072000004,0.096000001,0.163200006,0.161290318,0.258064508,0.322580636,0.225806445,0.290322572,0.258064508,0.225806445,0.225806445,0.225806445,0.354838699,0.258064508,0.258064508,0.322580636,0.419354826,72.78571429,0.103200004,0.271889393,23
75,56,81,19,85,59,77,71,21,85,70,72,63,50,1700,271,433,1400,597,1094,430,435,1573,434,554,230,765,1625,215,352,1381,512,1035,353,364,1552,349,484,158,702,0.168000013,0.091200002,0.081600003,0.216000006,0.048,0.091200002,0.081600003,0.081600003,0.100800008,0.081600003,0.100800008,0.076800004,0.086400002,0.201600015,0.290322572,0.225806445,0.290322572,0.387096763,0.193548381,0.225806445,0.225806445,0.258064508,0.225806445,0.290322572,0.258064508,0.225806445,0.225806445,0.354838699,63.14285714,0.107657148,0.262672803,23
88,80,55,57,59,57,95,77,45,53,57,53,65,59,1825,358,1546,5873,508,615,1685,426,1234,679,910,279,952,1737,278,1491,5816,449,558,1590,349,1189,626,853,226,887,0.091200002,0.091200002,0.086400002,0.076800004,0.096000001,0.091200002,0.096000001,0.086400002,0.100800008,0.124800004,0.24000001,0.091200002,0.076800004,0.110400006,0.225806445,0.258064508,0.193548381,0.225806445,0.193548381,0.193548381,0.258064508,0.225806445,0.290322572,0.290322572,0.516129017,0.258064508,0.225806445,0.258064508,64.28571429,0.104228575,0.258064508,23
81,45,57,47,68,54,69,60,46,69,54,64,54,85,1853,406,721,1680,507,604,2033,322,1313,400,522,275,744,1772,361,664,1633,439,550,1964,262,1267,331,468,211,690,0.072000004,0.081600003,0.057600003,0.153600007,0.081600003,0.096000001,0.096000001,0.091200002,0.076800004,0.100800008,0.067200005,0.120000005,0.072000004,0.302400023,0.193548381,0.193548381,0.129032254,0.290322572,0.290322572,0.225806445,0.225806445,0.193548381,0.161290318,0.258064508,0.193548381,0.290322572,0.225806445,0.516129017,60.92857143,0.104914291,0.241935477,23
54,73,64,26,51,79,43,59,63,70,44,79,66,76,1580,439,732,1466,511,618,1781,490,2720,891,546,244,1281,1526,366,668,1440,460,539,1738,431,2657,821,502,165,1215,0.081600003,0.100800008,0.057600003,0.096000001,0.057600003,0.096000001,0.263999999,0.067200005,0.096000001,0.096000001,0.096000001,0.057600003,0.096000001,0.067200005,0.290322572,0.290322572,0.193548381,0.258064508,0.290322572,0.225806445,0.387096763,0.193548381,0.290322572,0.193548381,0.225806445,0.193548381,0.225806445,0.193548381,60.5,0.094971431,0.246543771,23
71,55,55,56,41,46,68,61,66,53,61,61,56,51,1507,290,699,1102,469,1184,435,385,1195,666,529,226,963,1436,235,644,1046,428,1138,367,324,1129,613,468,165,907,0.158400014,0.115200005,0.091200002,0.100800008,0.139200002,0.081600003,0.081600003,0.206400007,0.091200002,0.086400002,0.072000004,0.110400006,0.081600003,0.302400023,0.354838699,0.290322572,0.258064508,0.225806445,0.322580636,0.193548381,0.322580636,0.290322572,0.225806445,0.225806445,0.193548381,0.225806445,0.290322572,0.45161289,57.21428571,0.122742863,0.276497688,23
70,82,75,75,76,63,60,59,78,61,57,85,63,49,651,319,360,3244,582,890,1363,414,1337,411,538,244,647,581,237,285,3169,506,827,1303,355,1259,350,481,159,584,0.115200005,0.086400002,0.120000005,0.105600007,0.100800008,0.081600003,0.100800008,0.086400002,0.081600003,0.13440001,0.067200005,0.081600003,0.067200005,0.105600007,0.322580636,0.225806445,0.290322572,0.258064508,0.258064508,0.161290318,0.225806445,0.225806445,0.193548381,0.290322572,0.193548381,0.290322572,0.193548381,0.322580636,68.07142857,0.095314291,0.246543771,23
75,65,47,56,62,65,69,79,64,72,62,70,63,50,2576,315,367,1137,488,1056,415,479,1299,1650,1866,264,830,2501,250,320,1081,426,991,346,400,1235,1578,1804,194,767,0.091200002,0.086400002,0.081600003,0.067200005,0.100800008,0.081600003,0.139200002,0.086400002,0.091200002,0.096000001,0.057600003,0.100800008,0.062400002,0.100800008,0.225806445,0.258064508,0.193548381,0.225806445,0.225806445,0.193548381,0.322580636,0.258064508,0.258064508,0.225806445,0.193548381,0.225806445,0.193548381,0.258064508,64.21428571,0.088800003,0.232718887,23
91,63,63,82,84,46,76,69,76,26,61,79,48,50,427,333,385,1251,488,1041,413,427,1486,768,645,263,1127,336,270,322,1169,404,995,337,358,1410,742,584,184,1079,0.120000005,0.278400004,0.115200005,0.076800004,0.091200002,0.086400002,0.067200005,0.086400002,0.096000001,0.100800008,0.081600003,0.096000001,0.076800004,0.18720001,0.322580636,0.225806445,0.290322572,0.193548381,0.225806445,0.225806445,0.193548381,0.225806445,0.193548381,0.225806445,0.322580636,0.225806445,0.193548381,0.354838699,65.28571429,0.111428575,0.244239624,23
84,81,82,46,68,63,77,70,63,61,82,63,46,13,701,281,452,982,485,663,386,452,1185,356,584,263,612,617,200,370,936,417,600,309,382,1122,295,502,200,566,0.057600003,0.086400002,0.110400006,0.220800012,0.072000004,0.091200002,0.196800008,0.086400002,0.081600003,0.096000001,0.096000001,0.110400006,0.076800004,0.057600003,0.225806445,0.193548381,0.290322572,0.387096763,0.290322572,0.225806445,0.419354826,0.225806445,0.258064508,0.193548381,0.225806445,0.322580636,0.225806445,0.161290318,64.21428571,0.102857147,0.260368656,23
90,64,75,22,59,78,87,42,79,97,67,80,47,52,466,283,391,1194,912,379,439,434,873,440,504,287,531,376,219,316,1172,853,301,352,392,794,343,437,207,484,0.110400006,0.096000001,0.105600007,0.120000005,0.043200001,0.091200002,0.13440001,0.283200026,0.076800004,0.081600003,0.096000001,0.105600007,0.105600007,0.105600007,0.290322572,0.225806445,0.290322572,0.290322572,0.225806445,0.225806445,0.290322572,0.290322572,0.193548381,0.258064508,0.290322572,0.225806445,0.258064508,0.258064508,67.07142857,0.11108572,0.258064508,23
114,100,91,98,62,57,60,52,58,19,71,61,48,42,517,254,378,1287,427,632,501,411,1247,422,933,341,1051,403,154,287,1189,365,575,441,359,1189,403,862,280,1003,0.076800004,0.081600003,0.086400002,0.124800004,0.225600004,0.105600007,0.148800001,0.086400002,0.096000001,0.091200002,0.028800001,0.105600007,0.081600003,0.062400002,0.258064508,0.161290318,0.290322572,0.322580636,0.129032254,0.290322572,0.225806445,0.225806445,0.290322572,0.193548381,0.193548381,0.225806445,0.225806445,0.290322572,66.64285714,0.100114289,0.237327182,23
96,55,55,24,62,66,42,43,71,62,20,63,49,53,440,295,367,1572,499,598,382,347,1366,442,551,266,477,344,240,312,1548,437,532,340,304,1295,380,531,203,428,0.105600007,0.091200002,0.110400006,0.096000001,0.057600003,0.076800004,0.105600007,0.052800003,0.086400002,0.105600007,0.254400015,0.072000004,0.105600007,0.124800004,0.290322572,0.258064508,0.290322572,0.258064508,0.129032254,0.193548381,0.290322572,0.225806445,0.225806445,0.258064508,0.483870953,0.258064508,0.258064508,0.290322572,54.35714286,0.103200005,0.264976951,23
67,57,56,55,78,110,52,104,85,60,63,53,57,49,374,303,362,2562,492,539,3584,853,896,366,621,228,1020,307,246,306,2507,414,429,3532,749,811,306,558,175,963,0.072000004,0.096000001,0.100800008,0.158400014,0.110400006,0.081600003,0.043200001,0.091200002,0.235200018,0.336000025,0.076800004,0.129600003,0.067200005,0.076800004,0.258064508,0.193548381,0.225806445,0.354838699,0.258064508,0.225806445,0.193548381,0.225806445,0.225806445,0.258064508,0.225806445,0.322580636,0.193548381,0.129032254,67.57142857,0.11965715,0.235023034,23
53,74,76,86,51,66,70,51,64,70,64,59,64,43,501,256,326,366,449,334,364,341,728,947,465,217,410,448,182,250,280,398,268,294,290,664,877,401,158,346,0.091200002,0.110400006,0.302400023,0.163200006,0.105600007,0.091200002,0.105600007,0.076800004,0.081600003,0.105600007,0.096000001,0.110400006,0.153600007,0.076800004,0.193548381,0.258064508,0.483870953,0.387096763,0.258064508,0.193548381,0.258064508,0.193548381,0.193548381,0.225806445,0.258064508,0.290322572,0.387096763,0.225806445,63.64285714,0.119314292,0.271889393,23
62,74,93,62,50,91,61,60,47,53,45,73,46,41,1609,308,444,615,890,399,387,549,1619,669,453,239,661,1547,234,351,553,840,308,326,489,1572,616,408,166,615,0.105600007,0.110400006,0.120000005,0.115200005,0.110400006,0.081600003,0.105600007,0.081600003,0.096000001,0.091200002,0.076800004,0.091200002,0.086400002,0.129600003,0.290322572,0.290322572,0.290322572,0.387096763,0.290322572,0.225806445,0.258064508,0.225806445,0.225806445,0.193548381,0.129032254,0.225806445,0.258064508,0.290322572,61.28571429,0.10011429,0.255760361,23
61,66,82,54,69,64,69,60,54,71,56,55,66,40,387,270,369,361,455,354,390,410,683,390,568,250,1675,326,204,287,307,386,290,321,350,629,319,512,195,1609,0.076800004,0.081600003,0.110400006,0.124800004,0.105600007,0.100800008,0.096000001,0.086400002,0.086400002,0.100800008,0.091200002,0.124800004,0.062400002,0.139200002,0.193548381,0.225806445,0.258064508,0.322580636,0.225806445,0.225806445,0.225806445,0.225806445,0.258064508,0.193548381,0.225806445,0.258064508,0.225806445,0.322580636,61.92857143,0.099085718,0.241935477,23
67,65,56,75,52,55,61,78,83,77,46,89,73,69,540,300,368,482,494,342,409,326,1201,396,529,246,410,473,235,312,407,442,287,348,248,1118,319,483,157,337,0.144000009,0.100800008,0.120000005,0.081600003,0.115200005,0.091200002,0.100800008,0.105600007,0.091200002,0.244800016,0.076800004,0.062400002,0.216000006,0.144000009,0.322580636,0.322580636,0.290322572,0.258064508,0.258064508,0.290322572,0.225806445,0.225806445,0.258064508,0.290322572,0.193548381,0.193548381,0.258064508,0.322580636,67.57142857,0.121028577,0.264976951,23
70,63,54,67,61,53,53,68,63,84,72,64,47,50,450,269,324,422,753,384,629,407,692,369,524,376,1271,380,206,270,355,692,331,576,339,629,285,452,312,1224,0.096000001,0.096000001,0.091200002,0.067200005,0.220800012,0.100800008,0.129600003,0.100800008,0.105600007,0.120000005,0.384000003,0.110400006,0.168000013,0.096000001,0.290322572,0.290322572,0.225806445,0.161290318,0.741935492,0.290322572,0.290322572,0.258064508,0.258064508,0.258064508,0.258064508,0.258064508,0.322580636,0.225806445,62.07142857,0.134742862,0.294930869,23
73,117,73,52,68,47,69,43,54,19,63,70,46,51,309,369,984,1292,511,627,804,368,1656,709,614,298,639,236,252,911,1240,443,580,735,325,1602,690,551,228,593,0.072000004,0.091200002,0.441600025,0.177600011,0.086400002,0.086400002,0.105600007,0.086400002,0.086400002,0.096000001,0.033600003,0.129600003,0.110400006,0.105600007,0.258064508,0.193548381,0.258064508,0.354838699,0.258064508,0.193548381,0.258064508,0.193548381,0.225806445,0.225806445,0.129032254,0.225806445,0.290322572,0.225806445,60.35714286,0.122057148,0.235023034,23
62,73,63,54,60,54,77,60,63,69,71,47,57,51,2253,278,521,3192,473,894,442,501,1255,396,681,224,546,2191,205,458,3138,413,840,365,441,1192,327,610,177,489,0.086400002,0.096000001,0.110400006,0.115200005,0.091200002,0.110400006,0.086400002,0.18720001,0.105600007,0.076800004,0.110400006,0.100800008,0.057600003,0.139200002,0.225806445,0.225806445,0.225806445,0.258064508,0.258064508,0.290322572,0.290322572,0.258064508,0.290322572,0.258064508,0.258064508,0.258064508,0.161290318,0.322580636,61.5,0.105257147,0.255760361,23
63,22,56,62,59,73,67,51,90,63,56,54,64,64,507,278,349,1509,450,672,618,314,1284,341,504,237,466,444,256,293,1447,391,599,551,263,1194,278,448,183,402,0.081600003,0.091200002,0.062400002,0.091200002,0.120000005,0.081600003,0.24000001,0.081600003,0.091200002,0.096000001,0.086400002,0.096000001,0.105600007,0.283200026,0.193548381,0.258064508,0.225806445,0.225806445,0.290322572,0.258064508,0.290322572,0.225806445,0.225806445,0.225806445,0.258064508,0.258064508,0.225806445,0.548387051,60.28571429,0.114857148,0.264976948,23
61,73,63,57,78,63,47,68,53,75,60,53,47,51,472,285,326,507,515,331,380,435,809,376,481,249,363,411,212,263,450,437,268,333,367,756,301,421,196,316,0.072000004,0.091200002,0.124800004,0.105600007,0.110400006,0.091200002,0.091200002,0.067200005,0.196800008,0.100800008,0.115200005,0.523200035,0.124800004,0.163200006,0.225806445,0.225806445,0.290322572,0.258064508,0.258064508,0.193548381,0.258064508,0.258064508,0.322580636,0.258064508,0.322580636,0.419354826,0.322580636,0.322580636,60.64285714,0.14125715,0.281105982,23
88,59,73,70,50,71,78,60,75,75,57,75,65,60,428,268,354,1676,1723,332,453,392,3254,425,572,211,512,340,209,281,1606,1673,261,375,332,3179,350,515,136,447,0.072000004,0.105600007,0.139200002,0.105600007,0.129600003,0.076800004,0.124800004,0.105600007,0.096000001,0.115200005,0.105600007,0.105600007,0.091200002,0.100800008,0.225806445,0.225806445,0.387096763,0.225806445,0.290322572,0.193548381,0.322580636,0.193548381,0.193548381,0.290322572,0.258064508,0.225806445,0.258064508,0.290322572,68.28571429,0.105257148,0.255760361,23
73,72,73,80,60,91,62,60,67,46,46,71,48,68,463,286,411,1465,575,369,439,521,608,469,670,288,849,390,214,338,1385,515,278,377,461,541,423,624,217,801,0.100800008,0.086400002,0.153600007,0.124800004,0.086400002,0.072000004,0.254400015,0.091200002,0.096000001,0.105600007,0.086400002,0.091200002,0.076800004,0.100800008,0.258064508,0.290322572,0.290322572,0.322580636,0.225806445,0.258064508,0.419354826,0.225806445,0.290322572,0.225806445,0.225806445,0.258064508,0.225806445,0.225806445,65.5,0.109028576,0.267281098,23
70,88,83,54,78,82,20,74,98,80,99,80,55,41,1235,318,640,1696,483,1703,888,453,670,366,548,229,836,1165,230,557,1642,405,1621,868,379,572,286,449,149,781,0.081600003,0.086400002,0.072000004,0.153600007,0.081600003,0.235200018,0.364800006,0.028800001,0.072000004,0.144000009,0.096000001,0.105600007,0.148800001,0.120000005,0.258064508,0.258064508,0.225806445,0.322580636,0.225806445,0.225806445,0.322580636,0.193548381,0.193548381,0.290322572,0.290322572,0.258064508,0.290322572,0.225806445,71.57142857,0.127885719,0.255760361,23
89,98,87,79,97,89,96,89,102,106,91,94,80,70,702,259,428,812,535,794,1195,630,379,363,339,292,682,613,161,341,733,438,705,1099,541,277,257,248,198,602,0.182400003,0.302400023,0.302400023,0.302400023,0.206400007,0.100800008,0.302400023,0.067200005,0.105600007,0.283200026,0.26880002,0.115200005,0.211200014,0.302400023,0.419354826,0.354838699,0.548387051,0.516129017,0.354838699,0.225806445,0.419354826,0.161290318,0.258064508,0.354838699,0.45161289,0.290322572,0.290322572,0.580645144,90.5,0.218057158,0.373271876,24
103,100,103,9,155,95,169,87,100,117,127,99,67,92,741,292,660,1262,721,849,1809,568,406,341,327,306,554,638,192,557,1253,566,754,1640,481,306,224,200,207,487,0.206400007,0.840000033,0.249600008,0.177600011,0.792000055,0.556800008,0.259200007,0.067200005,0.192000002,0.609600008,0.230400011,0.32160002,0.259200007,0.302400023,0.387096763,0.354838699,0.354838699,0.290322572,0.354838699,0.258064508,0.387096763,0.225806445,0.193548381,0.387096763,0.419354826,0.258064508,0.419354826,0.580645144,101.6428571,0.3617143,0.347926257,24
81,116,97,123,131,70,71,105,80,103,101,111,83,105,526,202,292,1026,603,616,665,692,351,284,325,312,677,445,86,195,903,472,546,594,587,271,181,224,201,594,0.091200002,0.273600012,0.931200027,0.259200007,0.854400039,0.096000001,0.302400023,0.086400002,0.081600003,0.225600004,0.302400023,0.24000001,0.235200018,0.192000002,0.258064508,0.419354826,0.548387051,0.354838699,0.387096763,0.258064508,0.483870953,0.225806445,0.193548381,0.387096763,0.580645144,0.258064508,0.419354826,0.419354826,98.35714286,0.297942869,0.370967729,24
125,226,109,79,114,77,85,112,100,95,118,102,84,62,1156,260,639,535,518,414,684,654,294,249,652,287,1169,1031,34,530,456,404,337,599,542,194,154,534,185,1085,0.220800012,0.153600007,0.235200018,0.302400023,0.748800039,0.139200002,0.302400023,0.153600007,0.139200002,0.302400023,0.302400023,0.326400012,0.201600015,0.302400023,0.354838699,0.322580636,0.322580636,0.387096763,0.483870953,0.290322572,0.419354826,0.290322572,0.322580636,0.45161289,0.548387051,0.193548381,0.387096763,0.516129017,106.2857143,0.273600016,0.377880171,24
81,95,72,103,69,94,90,114,95,82,109,88,98,73,520,252,339,801,523,546,1173,742,336,228,295,235,585,439,157,267,698,454,452,1083,628,241,146,186,147,487,0.633600056,0.302400023,0.672000051,0.302400023,0.897600055,0.076800004,0.892800033,0.120000005,0.364800006,0.302400023,0.302400023,0.105600007,0.273600012,0.302400023,0.419354826,0.45161289,0.387096763,0.516129017,0.516129017,0.193548381,0.516129017,0.290322572,0.258064508,0.45161289,0.45161289,0.258064508,0.354838699,0.580645144,90.21428571,0.396342882,0.403225794,24
104,104,100,104,69,78,104,96,95,97,124,96,87,97,1352,235,605,1502,862,911,1051,715,289,518,323,277,830,1248,131,505,1398,793,833,947,619,194,421,199,181,743,0.283200026,0.153600007,0.259200007,0.307200015,0.77760005,0.048,0.302400023,0.062400002,0.081600003,0.302400023,0.835200012,0.091200002,0.220800012,0.988800049,0.387096763,0.322580636,0.419354826,0.45161289,0.419354826,0.129032254,0.45161289,0.193548381,0.193548381,0.45161289,0.387096763,0.225806445,0.419354826,0.483870953,96.78571429,0.336685731,0.352534552,24
92,92,109,79,126,86,78,104,102,75,126,96,106,120,461,259,453,855,663,515,793,631,277,321,299,266,701,369,167,344,776,537,429,715,527,175,246,173,170,595,0.177600011,0.24000001,0.273600012,0.302400023,0.302400023,0.076800004,0.302400023,0.072000004,0.096000001,0.907200038,0.657600045,0.081600003,0.182400003,1.032000065,0.387096763,0.322580636,0.419354826,0.419354826,0.419354826,0.193548381,0.645161271,0.225806445,0.225806445,0.483870953,0.419354826,0.258064508,0.290322572,0.516129017,99.35714286,0.336000019,0.373271878,24
89,89,86,93,87,84,90,110,110,84,97,95,96,43,612,251,512,672,584,586,925,669,243,275,254,271,851,523,162,426,579,497,502,835,559,133,191,157,176,755,0.196800008,0.230400011,0.638400018,0.302400023,0.302400023,0.072000004,0.278400004,0.259200007,0.369600028,0.24000001,0.230400011,0.067200005,0.273600012,0.177600011,0.290322572,0.322580636,0.419354826,0.354838699,0.483870953,0.193548381,0.45161289,0.258064508,0.225806445,0.45161289,0.354838699,0.193548381,0.45161289,0.322580636,89.5,0.259885727,0.341013815,24
97,94,95,90,96,77,108,109,120,106,121,84,69,66,489,246,745,744,706,516,648,1111,241,350,345,266,730,392,152,650,654,610,439,540,1002,121,244,224,182,661,0.182400003,0.235200018,0.302400023,0.302400023,0.273600012,0.086400002,0.259200007,0.364800006,0.091200002,0.849600017,0.307200015,0.446400017,0.436800033,0.302400023,0.354838699,0.387096763,0.516129017,0.45161289,0.483870953,0.225806445,0.387096763,0.290322572,0.225806445,0.387096763,0.483870953,0.225806445,0.45161289,0.612903237,95.14285714,0.317142871,0.39170506,24
84,102,93,74,140,70,88,96,105,125,93,65,66,88,486,237,478,873,635,2192,708,710,221,306,301,265,678,402,135,385,799,495,2122,620,614,116,181,208,200,612,0.163200006,0.230400011,0.259200007,0.206400007,0.158400014,0.120000005,0.278400004,0.105600007,0.144000009,0.24000001,0.686400056,0.120000005,0.196800008,0.820800066,0.322580636,0.354838699,0.354838699,0.322580636,0.322580636,0.290322572,0.354838699,0.258064508,0.322580636,0.419354826,0.45161289,0.290322572,0.354838699,0.516129017,92.07142857,0.266400015,0.352534552,24
71,85,91,93,140,90,106,79,97,81,92,103,101,81,550,242,329,935,735,1070,1097,634,285,326,282,276,850,479,157,238,842,595,980,991,555,188,245,190,173,749,0.192000002,0.263999999,0.480000019,0.302400023,0.638400018,0.432000011,0.302400023,0.086400002,0.067200005,0.225600004,0.273600012,0.24000001,0.182400003,0.657600045,0.387096763,0.354838699,0.354838699,0.387096763,0.354838699,0.225806445,0.419354826,0.193548381,0.193548381,0.354838699,0.419354826,0.225806445,0.290322572,0.548387051,93.57142857,0.310285727,0.336405518,24
88,92,100,94,101,103,83,105,83,99,83,76,85,56,748,292,512,586,566,436,1210,629,276,385,315,291,704,660,200,412,492,465,333,1127,524,193,286,232,215,619,0.153600007,0.681600034,0.302400023,0.667200029,0.26880002,0.163200006,0.945600033,0.129600003,0.062400002,0.192000002,0.302400023,0.100800008,0.235200018,0.302400023,0.322580636,0.419354826,0.45161289,0.387096763,0.45161289,0.290322572,0.516129017,0.225806445,0.161290318,0.354838699,0.516129017,0.258064508,0.354838699,0.45161289,89.14285714,0.321942874,0.368663583,24
86,101,80,99,100,87,113,99,59,88,108,91,93,107,772,279,512,1588,1026,562,1325,736,357,269,280,259,730,686,178,432,1489,926,475,1212,637,298,181,172,168,637,0.206400007,0.196800008,0.230400011,0.230400011,0.825600028,0.081600003,0.249600008,0.614400029,0.475200027,0.235200018,0.206400007,0.451200008,0.177600011,0.302400023,0.419354826,0.322580636,0.387096763,0.322580636,0.387096763,0.225806445,0.322580636,0.322580636,0.258064508,0.354838699,0.354838699,0.225806445,0.290322572,0.419354826,93.64285714,0.320228586,0.329493078,24
80,87,85,109,117,85,108,90,93,118,92,77,87,73,1345,275,266,2760,575,1009,713,779,254,306,308,262,850,1265,188,181,2651,458,924,605,689,161,188,216,185,763,0.139200002,0.211200014,0.192000002,0.595200002,0.907200038,0.527999997,0.302400023,0.163200006,0.172800004,0.302400023,0.302400023,0.13440001,0.196800008,0.302400023,0.290322572,0.354838699,0.322580636,0.483870953,0.45161289,0.258064508,0.516129017,0.258064508,0.290322572,0.419354826,0.45161289,0.290322572,0.354838699,0.548387051,92.92857143,0.317828584,0.377880171,24
